0,1,2,3,4,5,6
-0.641686783,-0.62718282,-0.739443627,-0.479706119,-0.356550379,-0.446713783,0
-0.297159354,-0.477443666,-0.549208248,0.19848326,-0.045731989,0.126763865,0
-0.404820317,-0.792304759,-0.511010046,0.201788046,0.328567308,0.06046314,1
-0.248267448,-0.283153064,-0.523822537,-1.005796638,-1.010324368,-0.847037875,0
-0.79215903,-0.594573474,-0.722622988,1.106591348,1.518278853,1.103006606,0
-0.546727221,-0.523237155,-0.631640414,-0.51228187,-0.538185123,-0.491202987,0
0.092309121,0.155348905,0.277058444,-1.070397343,-1.041033256,-0.971922613,0
0.514248734,-0.297000657,0.511619637,-0.25010215,-0.458675287,-0.520888703,0
-0.699336945,-0.791344299,-0.719155125,-0.746764333,-0.863762824,-0.876093656,0
-0.574838523,-0.72350498,-0.711934593,-0.652577921,-0.65133984,-0.560102196,0
0.214153058,0.145474299,0.12894297,-1.015160199,-1.011752688,-1.116650324,1
0.100720134,0.575482564,1.327914198,-1.115562757,-1.214336132,-1.441697108,0
-0.380474679,-0.390817136,-0.322589256,-0.600488193,-0.47073666,-0.334349015,0
-0.79203359,-0.220518742,-0.786401018,-0.96377864,-0.802265696,-0.88310169,1
-0.710248112,-0.592397975,-0.699562049,-0.723158716,-0.545326725,-0.501203215,0
-0.514981435,-0.792304759,-0.791395187,-0.232161881,-0.244823983,-0.266158483,1
2.141123802,-0.359179822,1.792482746,0.707577734,0.767775832,0.548033317,1
0.012134421,-0.790723048,-0.791316715,1.066776541,1.207857219,1.091667765,1
1.624270925,1.284525614,0.8744601,-0.625352776,-0.748862383,-0.774910245,1
1.037120501,1.619027917,1.987757447,0.082815736,0.170737904,-0.337026241,1
-0.79215903,-0.792304759,-0.344903056,-0.206195702,-0.29711638,0.094479664,1
-0.789045798,-0.56909236,-0.791395187,-0.11098638,-0.164361933,-0.289544843,0
0.25265852,-0.028218491,-0.091262059,-1.127995049,-0.950176208,-0.921449021,0
1.237055676,1.216174821,1.507443429,0.614650289,0.328964064,0.114716346,1
0.766347622,0.369967311,-0.3531154,0.657455141,0.739050722,0.532678636,1
-0.39444159,-0.188819712,-0.786974955,0.219885686,-0.355915569,-0.252378641,1
0.59480926,2.034378563,1.818416461,0.621574603,0.739130073,0.466771621,1
0.402667776,0.865394846,0.966771776,0.574363369,0.975755153,1.444274233,1
-0.142851993,-0.436919206,-0.652186709,-0.898941878,-0.930576478,-1.003734363,0
0.136756308,0.163063442,0.351617876,0.618584558,0.623991578,0.824732542,1
0.287537216,0.394345246,0.189609339,-0.196753456,-0.311637637,-0.374901121,1
5.08652158,5.094889486,3.49376534,2.580604764,2.800831224,1.284900519,1
0.353822169,0.39295663,1.210980928,0.374817219,0.154153517,0.475039526,1
